学校id,学校名称,学校层次,学校类型,所处地区,招生办电话,招生办官网
2138,山东圣翰财贸职业学院,专科（高职）,综合类,山东,"0531-87996688,0531-87806688",http://www.sdshxy.cn/news/zhaosheng/
2139,山东力明科技职业学院,专科（高职）,综合类,山东岱岳区,0531-88333333,http://edu.6789.com.cn/zsjy/
2140,德州科技职业学院,专科（高职）,综合类,山东德城区,"0534-7448699,0534-7448677,0534-82500388",http://www.dzkjxy.com/zhaosheng/
2141,青岛恒星科技学院,普通本科,综合类,山东,0532-86667365,http://zs.hx.cn/
2142,潍坊工商职业学院,专科（高职）,综合类,山东诸城市,"0536-6050753,0536-6551229",http://zjc.wfgsxy.com/
2143,枣庄科技职业学院,专科（高职）,理工类,山东,"0632-5650569,0632-5650669,0632-5391919",http://zs.zzkjxy.com/
2144,山东外国语职业技术大学,专科（高职）,语言类,山东东港区,"0633-8109077,0633-8109666",http://www.swut.cn/sites/html/zhaosheng/
2145,东营科技职业学院,专科（高职）,综合类,山东东营区,"0546-6876888,0546-6883181",http://www.dykj.edu.cn/dept?did=23
2146,山东工程职业技术大学,普通本科,理工类,山东章丘区,"0531-80958070,0531-80959333,0531-80958080",http://www.suet.edu.cn/admission
2147,山东杏林科技职业学院,专科（高职）,综合类,山东,"0531-85592666,0531-85592777",
2148,山东外事职业大学,专科（高职）,综合类,山东天桥区,0531-83164266,http://zsb.sdws.edu.cn/
2149,青岛求实职业技术学院,专科（高职）,综合类,山东,"0532-84937401,0532-84932212",
2150,山东现代学院,普通本科,其他,山东长清区,"0531-88766666,0531-88270766,0531-88270866",http://zs.sdxd.edu.cn/
2152,青岛飞洋职业技术学院,专科（高职）,综合类,山东,0532-87806999,http://www.feiyangcollege.com/1780783-1780783.html
2154,山东华宇工学院,普通本科,理工类,山东,"0534-2551618,0534-2551818,0534-2551527",http://zhaosheng.huayu.edu.cn/
2155,青岛黄海学院,普通本科,综合类,山东,0532-83175111,http://zsb.huanghaicollege.com
2157,昭通学院,普通本科,师范类,云南,"0870-2154660,0870-2154863",http://zjc.ztu.edu.cn/
2158,普洱学院,普通本科,综合类,云南,0879-2311652,http://zjw.peuni.cn/
2159,昆明冶金高等专科学校,专科（高职）,理工类,云南,"0871-66050925,0871-66051572",http://wzqxt.kmyz.edu.cn/pub/ejzd/zsxx/
2161,曲靖医学高等专科学校,专科（高职）,医药类,云南,"0874-3126727,0874-3415529",http://qjyzzs.jysd.com/
2162,保山中医药高等专科学校,专科（高职）,医药类,云南,"0875-2162986,0875-2162987",http://zs.bsctcm.cn
2163,丽江师范高等专科学校,专科（高职）,师范类,云南,0888-3196076,http://zjc.lj-edu.cn/
2164,德宏师范高等专科学校,专科（高职）,师范类,云南,"0692-3029436,0692-3029437",http://zjc.dhecw.cn/
2165,滇西科技师范学院,普通本科,师范类,云南,0883—8882659,http://zjc.wynu.edu.cn/
2166,云南国土资源职业学院,专科（高职）,理工类,云南,"0871-68160678,0871-68160078,0871-68160222",http://zs.yngtxy.edu.cn/
2167,云南交通职业技术学院,专科（高职）,理工类,云南,"0871-65926906,0871-65926909",http://zs.ynjtc.com:7001/GXGLPT/
2168,昆明工业职业技术学院,专科（高职）,理工类,云南,"0871-68604025,0871-68753472,0871-68603303",https://www.kmvtc.net/bs/f/index-site14.html
2169,云南农业职业技术学院,专科（高职）,农林类,云南,0871-68875254,https://zs.ynavc.com/
2170,云南司法警官职业学院,专科（高职）,政法类,云南,"0871-7337161,0871-7337048,0871-3854966",
2171,云南文化艺术职业学院,专科（高职）,艺术类,云南,"0871-65167771,0871-65103248",https://www.ynarts.cn/Enrollment?ClassID=ELQpGoGa95S5GU1zihaCCEm4fabAbucuK4Ll%2fobcyv1%2b8HG2FN2NAgHH1Ki7%2fKd5
2172,云南体育运动职业技术学院,专科（高职）,体育类,云南,"0871-4311166,0871-6637223,0871-2926050",http://zgjy.ynasc.com/
2173,西双版纳职业技术学院,专科（高职）,综合类,云南景洪市,"0691-2122932,0691-2141371",
2174,玉溪农业职业技术学院,专科（高职）,农林类,云南,"0877-2990071,0877-2990809",
2175,云南能源职业技术学院,专科（高职）,理工类,云南,0874-3181871,http://www.ynny.cn/zsjy/zsjy-2.asp
2177,云南国防工业职业技术学院,专科（高职）,理工类,云南,"0871-65110112,0871-65138827",http://www.ynou.edu.cn/A10/A10015/list_1.html
2178,云南机电职业技术学院,专科（高职）,理工类,云南盘龙区,"0871-66239398,0871-66315805",http://zsgz.ynmec.com/
2179,云南林业职业技术学院,专科（高职）,农林类,云南呈贡区,0871-65015527,http://www.ynftc.cn/zsxxw
2180,云南锡业职业技术学院,专科（高职）,理工类,云南,"0873-3155167,0873-3117580",http://www.ytvtc.com/jyw/
2181,昆明文理学院,普通本科,师范类,云南五华区,"0871-65825028,0871-65845790,0871-65810959",http://zs.ysdwl.cn/
2182,云南工程职业学院,专科（高职）,综合类,云南东川区,"0871-8630463,0871-8630462,0871-8630461",https://zs.ynenc.cn/
2183,云南城市建设职业学院,专科（高职）,综合类,云南富民县,"0871-67985521,0871-67985749",http://www.yncjxy.com/html/zsc/
2184,云南经济管理学院,普通本科,财经类,云南安宁市,0871-68314770,http://zs.ynjgy.com/
2185,云南工商学院,普通本科,理工类,云南,"0871-67978755,0871-67978799,0871-67978800",https://zsb.yngsxy.net/
2186,昆明艺术职业学院,专科（高职）,艺术类,云南,"0871-7328866,0871-7328609,0871-7328315",
2187,云南新兴职业学院,专科（高职）,综合类,云南,"0871-67427292,0871-67427009",http://www.ynxzy.com/subsiteIndex/mainzsb.html
2188,云南科技信息职业学院,专科（高职）,综合类,云南盘龙区,"0871-5015065,0871-5015968",
2189,哈尔滨体育学院,普通本科,体育类,黑龙江,"0451-82708156,0451-82713479",http://www.hrbipe.edu.cn/html/ZSJY/bshzs/list.html
2190,齐齐哈尔高等师范专科学校,专科（高职）,师范类,黑龙江,"0452-6023588,0452-6023599",http://www.qqhrtc.com/zsw/
2191,大庆医学高等专科学校,专科（高职）,医药类,黑龙江,"0459-5885647,0459-5885653",http://www.dqygz.com/zsw/
2192,黑龙江幼儿师范高等专科学校,专科（高职）,师范类,黑龙江,"0453-6559107,0453-6559108,0453-6559109",http://zs.hljys.cn
2193,黑龙江公安警官职业学院,专科（高职）,政法类,黑龙江,"0451-88126111,0451-88126210",
2194,七台河职业学院,专科（高职）,综合类,黑龙江,"0464-8687508,0464-8687358",http://www.qthzyxy.com/Mb/b100/default?wid=12&amp;csto=nulll
2195,黑龙江交通职业技术学院,专科（高职）,理工类,黑龙江龙沙区,"0452-8085667,0452-8085668,0452-8085669",http://www.hlcp.com.cn/web/zs/hlcp.asp
2196,哈尔滨科学技术职业学院,专科（高职）,综合类,黑龙江,"0451-53775370,0451-53775316",http://www.hrbkjzy.org.cn/Category_97/Index.aspx
2199,哈尔滨应用职业技术学院,专科（高职）,综合类,黑龙江,"0451-84114766,0451-84116658",http://www.hyyzy.com/plus/hrbyy_zsw/
2200,哈尔滨城市职业学院,专科（高职）,综合类,黑龙江,"0451-55697777,0451-82916666",
2201,镇江市高等专科学校,专科（高职）,理工类,江苏,"0511-88965837,0511-88962859",http://zsw.zjc.edu.cn/
2202,苏州工艺美术职业技术学院,专科（高职）,艺术类,江苏,"0512-66875617,0512-66501984,0512-66503847",http://zsjy.sgmart.edu.cn/
2203,连云港职业技术学院,专科（高职）,理工类,江苏,"0518-85985555,0518-85985678",
2204,南通职业大学,专科（高职）,理工类,江苏,"0513-81050716,0513-81050718",https://zsw.ntvu.edu.cn/
2206,沙洲职业工学院,专科（高职）,理工类,江苏,0512-56730120,https://zs.szit.edu.cn/website/
2207,泰州职业技术学院,专科（高职）,理工类,江苏海陵区,"0523-86055000,0523-86055001,0523-86055002",http://zs.tzpc.edu.cn/
2208,江苏联合职业技术学院,专科（高职）,理工类,江苏,"025-84124716,025-84124508",http://www.juti.cn/zsjy/
2209,南通科技职业学院,专科（高职）,农林类,江苏通州区,0513-85991313,http://zs.ntst.edu.cn/
2210,江苏电子信息职业学院,专科（高职）,理工类,江苏清江浦区,0517-83808080,http://zs.hcit.edu.cn
2211,苏州工业园区职业技术学院,专科（高职）,理工类,江苏,"0512-62557072,0512-62557073",http://zs.ivt.edu.cn/
2212,南京科技职业学院,专科（高职）,理工类,江苏玄武区,"025-57054841,025-58370715,025-57028510",http://www.njpi.edu.cn/zjb/
2213,宿迁职业技术学院,专科（高职）,理工类,江苏,"0527-80805188,0527-80805177",http://www.sqzyxy.com/zs/
2214,常州机电职业技术学院,专科（高职）,理工类,江苏,0519-86331666,http://www.czimt.edu.cn/zsw/main.psp
2215,江阴职业技术学院,专科（高职）,理工类,江苏,"0510-86028266,0510-86022798",http://zsb.jypc.org/
2216,无锡城市职业技术学院,专科（高职）,财经类,江苏,"0510-85522620,0510-83276099",http://zsjyc.wxcu.edu.cn/
2217,苏州健雄职业技术学院,专科（高职）,理工类,江苏,"0512-53940832,0512-53940813",http://www.csit.edu.cn/zsjyc/main.htm
2218,盐城工业职业技术学院,专科（高职）,理工类,江苏,"0515-88583915,400-158-0515",http://zs.yctei.cn
2219,江苏财经职业技术学院,专科（高职）,财经类,江苏,"0517-83858686,0517-83858666",http://zs.jscj.edu.cn/
2220,南京机电职业技术学院,专科（高职）,理工类,江苏,"025-84120820,025-84170899",http://www.nimt.edu.cn/website/enrollment/index.jsp
2221,江苏卫生健康职业学院,专科（高职）,医药类,江苏,"025-68172882,025-68172899",http://www.jssmu.edu.cn/zsxxw/
2222,无锡太湖学院,普通本科,综合类,江苏,"0510-85509888,0510-85522008,0510-85503999",http://zs.wxu.edu.cn/
2223,苏州托普信息职业技术学院,专科（高职）,理工类,江苏,0512-57650530,http://www.szetop.com/html/zsw/
2224,应天职业技术学院,专科（高职）,理工类,江苏,"025-52739958,025-52739966,025-52739977",http://www.ytzyjsxy.cn/NewList-442.aspx
2225,硅湖职业技术学院,专科（高职）,理工类,江苏,"0512-57788000,0512-57788888,0512-57788999",http://zs.usl.edu.cn/
2226,九州职业技术学院,专科（高职）,理工类,江苏,"0516-87370070,0516-87370071,0516-87370072",http://www.jzp.edu.cn/zsgzc/
2227,太湖创意职业技术学院,专科（高职）,理工类,江苏,"0510-85528802,0510-85528805",http://www.thcyzy.org/html/newslist.asp?id=143
2228,正德职业技术学院,专科（高职）,理工类,江苏,"025-52111077,025-52111827,025-52111229",http://old.zdxy.cn/zsnew/zdadmissions/index.aspx
2229,昆山登云科技职业学院,专科（高职）,理工类,江苏,"0512-57899791,0512-57899792",https://zsc.dyc.edu.cn/
2230,南京视觉艺术职业学院,专科（高职）,艺术类,江苏,"025-57246666,025-57246677",http://www.niva.cn/edu/channels/142.html
2231,西安电力高等专科学校,专科（高职）,理工类,陕西,"029-81009149,029-81009139",http://www.xaepi.edu.cn/Information/Section/40
2232,陕西工业职业技术学院,专科（高职）,综合类,陕西,"029-33152020,029-33152021",
2233,杨凌职业技术学院,专科（高职）,农林类,陕西,"029-87084411,029-87083005,029-87083400",https://zsw.ylvtc.cn/
2234,陕西能源职业技术学院,专科（高职）,理工类,陕西,"029-33665103,029-33665101,029-33665102",http://zsb.sxny.cn/main/index.aspx
2235,陕西国防工业职业技术学院,专科（高职）,理工类,陕西,"029-81481188,029-81481111",https://zs.gfxy.com/
2236,西安航空职业技术学院,专科（高职）,理工类,陕西,"029-86852309,029-86855868,029-86862884",http://zs.xihang.edu.cn/
2237,陕西财经职业技术学院,专科（高职）,财经类,陕西,"029-33732000,029-33732444",http://zsw.scy.cn
2238,陕西职业技术学院,专科（高职）,综合类,陕西,"18049031973,029-83618125",http://zsxx.spvec.com.cn
2239,陕西铁路工程职业技术学院,专科（高职）,理工类,陕西,"0913-2221078,0913-2221170",http://zs.sxri.net
2240,宝鸡职业技术学院,专科（高职）,师范类,陕西金台区,"0917-3568018,0917-3568029",http://zs.bjvtc.com/
2241,陕西邮电职业技术学院,专科（高职）,理工类,陕西,"029-33733333,029-33732266",http://www.sptc.sn.cn/cms/node.gen?id=17
2242,西安铁路职业技术学院,专科（高职）,理工类,陕西,"029-82150253,029-82150309",http://zhaosheng.xatzy.com/
2243,咸阳职业技术学院,专科（高职）,综合类,陕西,"029-33681888,029-33681999",http://zs.xianyangzhiyuan.cn/
2244,西安职业技术学院,专科（高职）,综合类,陕西,"029-84492916,029-84492923",http://zs.xzyedu.com.cn/
2245,商洛职业技术学院,专科（高职）,综合类,陕西,"0914-2998383,0914-2396900,400-860-0112",http://zsw.slzyjsxy.com/
2246,汉中职业技术学院,专科（高职）,综合类,陕西,"0916-2890000,0916-2617000,0916-2617333",http://zsjy.hzvtc.cn
2247,延安职业技术学院,专科（高职）,理工类,陕西,"0911-8262812,0911-8262811",http://jcb.yapt.cn/
2248,渭南职业技术学院,专科（高职）,综合类,陕西,"0913-3032222,0913-2362053,0913-2085561",http://zsb.wnzy.net/
2249,安康职业技术学院,专科（高职）,综合类,陕西,"0915-8171111,0915-8177555,0915-8177666",http://www.akvtc.cn/zsc/index.htm
2250,铜川职业技术学院,专科（高职）,综合类,陕西,"0919-3589018,0919-3589363,0919-3198125",http://zsw.tczyxy.net
2252,西北大学现代学院,普通本科,理工类,陕西,"029-81555895,029-81555825",http://zs.xdxd.cn/
2253,西安建筑科技大学华清学院,普通本科,理工类,陕西,"029-82628201,029-82628205",http://zs.xauat-hqc.com/
2254,陕西科技大学镐京学院,普通本科,理工类,陕西,"029-33819850,029-33819851",http://www.kdhj-edu.net/zsw/
2255,陕西国际商贸学院,普通本科,财经类,陕西,"029-33813555,029-33814555",https://zs.csiic.com/
2256,西安欧亚学院,普通本科,综合类,陕西雁塔区,"029-88298754,400-887-7369",http://zhaosheng.eurasia.edu/
2257,西安汽车职业大学,普通本科,理工类,陕西灞桥区,029-6252-0000,http://zhaosheng.xvua.edu.cn/
2258,陕西旅游烹饪职业学院,专科（高职）,综合类,陕西,029-85233107,http://zs.sntcc.cn/
2259,西安信息职业大学,专科（高职）,理工类,陕西长安区,"029-85610683,029-85610685,029-85610689",
2260,西安交通工程学院,普通本科,理工类,陕西,"029-89028888,029-89028188,029-88235888",http://zhaoban.xjgyedu.cn/
2263,西安城市建设职业学院,专科（高职）,理工类,陕西,"029-89026666,029-82039524",http://www.zs.xacsjsedu.com/
2264,西安高新科技职业学院,专科（高职）,理工类,陕西,"029-38028777,029-38028999",http://www.xhtu.com.cn/index.php?s=/Index/index/s/10
2266,贵州警察学院,普通本科,政法类,贵州,"0851-85407159,0851-85407599",http://gzjcxy.bysjy.com.cn/index
2267,贵州交通职业技术学院,专科（高职）,理工类,贵州,0851-88133355,http://zsjy.gzjtzy.net
2268,贵州航天职业技术学院,专科（高职）,理工类,贵州,0851-28612782,http://www.gzhtzy.com/ncfem/
2269,贵州电子信息职业技术学院,专科（高职）,理工类,贵州,"0855-8230888,0855-8225034,0855-8270136",
2270,黔南民族职业技术学院,专科（高职）,综合类,贵州,"0854-8610606,0854-8610790",http://www.qnzy.net/zsjy/
2271,贵州电力职业技术学院,专科（高职）,理工类,贵州,"0852-85692227,0852-85692240,0852-85692342",
2272,黔西南民族职业技术学院,专科（高职）,综合类,贵州,"0859-3916666,0859-3655074,0859-3655069",http://www.qxnvc.edu.cn/zsjy/zskx/
2273,贵州轻工职业技术学院,专科（高职）,理工类,贵州南明区,0851-88506060,http://www.gzqy.cn/zsw/
2274,贵阳护理职业学院,专科（高职）,医药类,贵州,"0851-84127116,0851-84127117",http://www.gynvc.edu.cn/zsjy/zjdt.htm
2275,贵州大学科技学院,普通本科,综合类,贵州惠水县,0854-7061500,http://cst.gzu.edu.cn
2276,贵州大学明德学院,普通本科,理工类,贵州,0851-6605992,http://mdc.gzu.edu.cn/zs/
2277,贵州城市职业学院,专科（高职）,综合类,贵州,"0851-88308090,0851-88308092,0851-88308089",http://zhaojiu.gzcsxy.cn/
2278,青海卫生职业技术学院,专科（高职）,医药类,青海,0971-8458583,http://www.qhwszy.edu.cn/zsjy/
2279,青海警官职业学院,专科（高职）,政法类,青海,0971-8275189,http://www.qhjyedu.com/50/list.htm
